Text,Verse,Book  Chapter: Verse Number
God,Josiah,The Second Book of the Chronicles 34:33
Josiah,LORD,The Second Book of the Chronicles 34:33
God,Israel,The Second Book of the Chronicles 34:33
Israel,Josiah,The Second Book of the Chronicles 34:33
Israel,LORD,The Second Book of the Chronicles 34:33
God,LORD,The Second Book of the Chronicles 34:33
Josiah,LORD,The Second Book of the Chronicles 35:1
Jerusalem,Josiah,The Second Book of the Chronicles 35:1
Jerusalem,LORD,The Second Book of the Chronicles 35:1
God,Levites,The Second Book of the Chronicles 35:3
David,Israel,The Second Book of the Chronicles 35:3
David,LORD,The Second Book of the Chronicles 35:3
God,Israel,The Second Book of the Chronicles 35:3
Israel,Levites,The Second Book of the Chronicles 35:3
David,Levites,The Second Book of the Chronicles 35:3
LORD,Levites,The Second Book of the Chronicles 35:3
Israel,LORD,The Second Book of the Chronicles 35:3
David,God,The Second Book of the Chronicles 35:3
God,LORD,The Second Book of the Chronicles 35:3
David,Solomon,The Second Book of the Chronicles 35:4
David,Israel,The Second Book of the Chronicles 35:4
Israel,Solomon,The Second Book of the Chronicles 35:4
LORD,Moses,The Second Book of the Chronicles 35:6
God,Jehiel,The Second Book of the Chronicles 35:8
God,Levites,The Second Book of the Chronicles 35:8
God,Hilkiah,The Second Book of the Chronicles 35:8
Hilkiah,Jehiel,The Second Book of the Chronicles 35:8
Jehiel,Levites,The Second Book of the Chronicles 35:8
Hilkiah,Levites,The Second Book of the Chronicles 35:8
Levites,Zechariah,The Second Book of the Chronicles 35:8
Jehiel,Zechariah,The Second Book of the Chronicles 35:8
Hilkiah,Zechariah,The Second Book of the Chronicles 35:8
God,Zechariah,The Second Book of the Chronicles 35:8
Jozabad,Nethaneel,The Second Book of the Chronicles 35:9
Conaniah,Levites,The Second Book of the Chronicles 35:9
Conaniah,Jozabad,The Second Book of the Chronicles 35:9
Jozabad,Levites,The Second Book of the Chronicles 35:9
Levites,Nethaneel,The Second Book of the Chronicles 35:9
Jozabad,Shemaiah,The Second Book of the Chronicles 35:9
Hashabiah,Shemaiah,The Second Book of the Chronicles 35:9
Jeiel,Shemaiah,The Second Book of the Chronicles 35:9
Conaniah,Hashabiah,The Second Book of the Chronicles 35:9
Hashabiah,Nethaneel,The Second Book of the Chronicles 35:9
Levites,Shemaiah,The Second Book of the Chronicles 35:9
Jeiel,Jozabad,The Second Book of the Chronicles 35:9
Jeiel,Levites,The Second Book of the Chronicles 35:9
Hashabiah,Levites,The Second Book of the Chronicles 35:9
Hashabiah,Jeiel,The Second Book of the Chronicles 35:9
Jeiel,Nethaneel,The Second Book of the Chronicles 35:9
Conaniah,Shemaiah,The Second Book of the Chronicles 35:9
Conaniah,Jeiel,The Second Book of the Chronicles 35:9
Hashabiah,Jozabad,The Second Book of the Chronicles 35:9
Nethaneel,Shemaiah,The Second Book of the Chronicles 35:9
Conaniah,Nethaneel,The Second Book of the Chronicles 35:9
LORD,Moses,The Second Book of the Chronicles 35:12
Asaph,Heman,The Second Book of the Chronicles 35:15
David,Jeduthun,The Second Book of the Chronicles 35:15
Asaph,David,The Second Book of the Chronicles 35:15
Heman,Jeduthun,The Second Book of the Chronicles 35:15
David,Heman,The Second Book of the Chronicles 35:15
Asaph,Jeduthun,The Second Book of the Chronicles 35:15
Josiah,LORD,The Second Book of the Chronicles 35:16
Josiah,Levites,The Second Book of the Chronicles 35:18
Jerusalem,Josiah,The Second Book of the Chronicles 35:18
Jerusalem,Levites,The Second Book of the Chronicles 35:18
Judah,Levites,The Second Book of the Chronicles 35:18
Israel,Samuel,The Second Book of the Chronicles 35:18
Jerusalem,Judah,The Second Book of the Chronicles 35:18
Israel,Levites,The Second Book of the Chronicles 35:18
Israel,Josiah,The Second Book of the Chronicles 35:18
Josiah,Samuel,The Second Book of the Chronicles 35:18
Josiah,Judah,The Second Book of the Chronicles 35:18
Israel,Judah,The Second Book of the Chronicles 35:18
Judah,Samuel,The Second Book of the Chronicles 35:18
Levites,Samuel,The Second Book of the Chronicles 35:18
Israel,Jerusalem,The Second Book of the Chronicles 35:18
Jerusalem,Samuel,The Second Book of the Chronicles 35:18
Egypt,Euphrates,The Second Book of the Chronicles 35:20
Egypt,Necho,The Second Book of the Chronicles 35:20
Egypt,Josiah,The Second Book of the Chronicles 35:20
Josiah,Necho,The Second Book of the Chronicles 35:20
Euphrates,Necho,The Second Book of the Chronicles 35:20
Euphrates,Josiah,The Second Book of the Chronicles 35:20
God,Judah,The Second Book of the Chronicles 35:21
Josiah,Megiddo,The Second Book of the Chronicles 35:22
God,Josiah,The Second Book of the Chronicles 35:22
Megiddo,Necho,The Second Book of the Chronicles 35:22
God,Megiddo,The Second Book of the Chronicles 35:22
Josiah,Necho,The Second Book of the Chronicles 35:22
God,Necho,The Second Book of the Chronicles 35:22
Jerusalem,Josiah,The Second Book of the Chronicles 35:24
Jerusalem,Judah,The Second Book of the Chronicles 35:24
Josiah,Judah,The Second Book of the Chronicles 35:24
Israel,Josiah,The Second Book of the Chronicles 35:25
Israel,Jeremiah,The Second Book of the Chronicles 35:25
Jeremiah,Josiah,The Second Book of the Chronicles 35:25
Josiah,LORD,The Second Book of the Chronicles 35:26
Israel,Judah,The Second Book of the Chronicles 35:27
Jerusalem,Josiah,The Second Book of the Chronicles 36:1
Jehoahaz,Jerusalem,The Second Book of the Chronicles 36:1
Jehoahaz,Josiah,The Second Book of the Chronicles 36:1
Jehoahaz,Jerusalem,The Second Book of the Chronicles 36:2
Egypt,Jerusalem,The Second Book of the Chronicles 36:3
Egypt,Eliakim,The Second Book of the Chronicles 36:4
Jehoiakim,Jerusalem,The Second Book of the Chronicles 36:4
Egypt,Necho,The Second Book of the Chronicles 36:4
Judah,Necho,The Second Book of the Chronicles 36:4
Egypt,Jehoahaz,The Second Book of the Chronicles 36:4
Jehoahaz,Jerusalem,The Second Book of the Chronicles 36:4
Jehoahaz,Jehoiakim,The Second Book of the Chronicles 36:4
Jerusalem,Necho,The Second Book of the Chronicles 36:4
Jehoiakim,Necho,The Second Book of the Chronicles 36:4
Eliakim,Necho,The Second Book of the Chronicles 36:4
Eliakim,Judah,The Second Book of the Chronicles 36:4
Eliakim,Jehoiakim,The Second Book of the Chronicles 36:4
Jerusalem,Judah,The Second Book of the Chronicles 36:4
Eliakim,Jerusalem,The Second Book of the Chronicles 36:4
Jehoahaz,Judah,The Second Book of the Chronicles 36:4
Egypt,Judah,The Second Book of the Chronicles 36:4
Jehoahaz,Necho,The Second Book of the Chronicles 36:4
Jehoiakim,Judah,The Second Book of the Chronicles 36:4
Egypt,Jerusalem,The Second Book of the Chronicles 36:4
Eliakim,Jehoahaz,The Second Book of the Chronicles 36:4
Egypt,Jehoiakim,The Second Book of the Chronicles 36:4
Jerusalem,LORD,The Second Book of the Chronicles 36:5
Jehoiakim,Jerusalem,The Second Book of the Chronicles 36:5
Jehoiakim,LORD,The Second Book of the Chronicles 36:5
Babylon,Nebuchadnezzar,The Second Book of the Chronicles 36:6
LORD,Nebuchadnezzar,The Second Book of the Chronicles 36:7
Babylon,LORD,The Second Book of the Chronicles 36:7
Babylon,Nebuchadnezzar,The Second Book of the Chronicles 36:7
Israel,Judah,The Second Book of the Chronicles 36:8
Jehoiachin,Jehoiakim,The Second Book of the Chronicles 36:8
Israel,Jehoiachin,The Second Book of the Chronicles 36:8
Jehoiachin,Judah,The Second Book of the Chronicles 36:8
Jehoiakim,Judah,The Second Book of the Chronicles 36:8
Israel,Jehoiakim,The Second Book of the Chronicles 36:8
Jerusalem,LORD,The Second Book of the Chronicles 36:9
Jehoiachin,LORD,The Second Book of the Chronicles 36:9
Jehoiachin,Jerusalem,The Second Book of the Chronicles 36:9
Nebuchadnezzar,Zedekiah,The Second Book of the Chronicles 36:10
LORD,Zedekiah,The Second Book of the Chronicles 36:10
Babylon,Zedekiah,The Second Book of the Chronicles 36:10
Judah,Nebuchadnezzar,The Second Book of the Chronicles 36:10
Jerusalem,LORD,The Second Book of the Chronicles 36:10
LORD,Nebuchadnezzar,The Second Book of the Chronicles 36:10
Jerusalem,Nebuchadnezzar,The Second Book of the Chronicles 36:10
Judah,LORD,The Second Book of the Chronicles 36:10
Jerusalem,Judah,The Second Book of the Chronicles 36:10
Babylon,Jerusalem,The Second Book of the Chronicles 36:10
Babylon,Judah,The Second Book of the Chronicles 36:10
Jerusalem,Zedekiah,The Second Book of the Chronicles 36:10
Babylon,LORD,The Second Book of the Chronicles 36:10
Babylon,Nebuchadnezzar,The Second Book of the Chronicles 36:10
Judah,Zedekiah,The Second Book of the Chronicles 36:10
Jerusalem,Zedekiah,The Second Book of the Chronicles 36:11
Jeremiah,LORD,The Second Book of the Chronicles 36:12
God,LORD,The Second Book of the Chronicles 36:12
God,Jeremiah,The Second Book of the Chronicles 36:12
Israel,Nebuchadnezzar,The Second Book of the Chronicles 36:13
God,Israel,The Second Book of the Chronicles 36:13
LORD,Nebuchadnezzar,The Second Book of the Chronicles 36:13
Israel,LORD,The Second Book of the Chronicles 36:13
God,Nebuchadnezzar,The Second Book of the Chronicles 36:13
God,LORD,The Second Book of the Chronicles 36:13
Jerusalem,LORD,The Second Book of the Chronicles 36:14
God,LORD,The Second Book of the Chronicles 36:15
God,LORD,The Second Book of the Chronicles 36:16
God,LORD,The Second Book of the Chronicles 36:18
God,Jerusalem,The Second Book of the Chronicles 36:19
Babylon,Persia,The Second Book of the Chronicles 36:20
Jeremiah,LORD,The Second Book of the Chronicles 36:21
Cyrus,Persia,The Second Book of the Chronicles 36:22
Cyrus,LORD,The Second Book of the Chronicles 36:22
LORD,Persia,The Second Book of the Chronicles 36:22
Jeremiah,Persia,The Second Book of the Chronicles 36:22
Jeremiah,LORD,The Second Book of the Chronicles 36:22
Cyrus,Jeremiah,The Second Book of the Chronicles 36:22
LORD,Who,The Second Book of the Chronicles 36:23
All,God,The Second Book of the Chronicles 36:23
All,Who,The Second Book of the Chronicles 36:23
Cyrus,Who,The Second Book of the Chronicles 36:23
Jerusalem,Who,The Second Book of the Chronicles 36:23
Cyrus,Jerusalem,The Second Book of the Chronicles 36:23
Cyrus,Persia,The Second Book of the Chronicles 36:23
Cyrus,LORD,The Second Book of the Chronicles 36:23
Jerusalem,LORD,The Second Book of the Chronicles 36:23
God,LORD,The Second Book of the Chronicles 36:23
God,Judah,The Second Book of the Chronicles 36:23
All,Judah,The Second Book of the Chronicles 36:23
God,Jerusalem,The Second Book of the Chronicles 36:23
LORD,Persia,The Second Book of the Chronicles 36:23
Jerusalem,Judah,The Second Book of the Chronicles 36:23
God,Who,The Second Book of the Chronicles 36:23
Cyrus,Judah,The Second Book of the Chronicles 36:23
All,Persia,The Second Book of the Chronicles 36:23
All,Cyrus,The Second Book of the Chronicles 36:23
God,Persia,The Second Book of the Chronicles 36:23
Jerusalem,Persia,The Second Book of the Chronicles 36:23
Judah,Persia,The Second Book of the Chronicles 36:23
Judah,LORD,The Second Book of the Chronicles 36:23
All,LORD,The Second Book of the Chronicles 36:23
Cyrus,God,The Second Book of the Chronicles 36:23
Judah,Who,The Second Book of the Chronicles 36:23
Persia,Who,The Second Book of the Chronicles 36:23
All,Jerusalem,The Second Book of the Chronicles 36:23
Cyrus,Persia,Ezra  1:1
Cyrus,LORD,Ezra  1:1
LORD,Persia,Ezra  1:1
Jeremiah,Persia,Ezra  1:1
Jeremiah,LORD,Ezra  1:1
Cyrus,Jeremiah,Ezra  1:1
Cyrus,Jerusalem,Ezra  1:2
God,Jerusalem,Ezra  1:2
Cyrus,Persia,Ezra  1:2
Cyrus,LORD,Ezra  1:2
Jerusalem,Persia,Ezra  1:2
LORD,Persia,Ezra  1:2
Jerusalem,LORD,Ezra  1:2
Judah,Persia,Ezra  1:2
Judah,LORD,Ezra  1:2
Jerusalem,Judah,Ezra  1:2
Cyrus,Judah,Ezra  1:2
Cyrus,God,Ezra  1:2
God,Persia,Ezra  1:2
God,LORD,Ezra  1:2
God,Judah,Ezra  1:2
Israel,Judah,Ezra  1:3
(he,LORD,Ezra  1:3
(he,Israel,Ezra  1:3
(he,Jerusalem,Ezra  1:3
God,Israel,Ezra  1:3
Jerusalem,LORD,Ezra  1:3
Judah,LORD,Ezra  1:3
Jerusalem,Judah,Ezra  1:3
(he,God,Ezra  1:3
God,Jerusalem,Ezra  1:3
(he,Judah,Ezra  1:3
Israel,LORD,Ezra  1:3
Israel,Jerusalem,Ezra  1:3
God,LORD,Ezra  1:3
God,Judah,Ezra  1:3
God,Jerusalem,Ezra  1:4
Benjamin,Levites,Ezra  1:5
Benjamin,Jerusalem,Ezra  1:5
Jerusalem,Levites,Ezra  1:5
God,Levites,Ezra  1:5
Judah,Levites,Ezra  1:5
Benjamin,LORD,Ezra  1:5
Jerusalem,LORD,Ezra  1:5
Benjamin,Judah,Ezra  1:5
Judah,LORD,Ezra  1:5
Jerusalem,Judah,Ezra  1:5
God,Jerusalem,Ezra  1:5
LORD,Levites,Ezra  1:5
Benjamin,God,Ezra  1:5
God,LORD,Ezra  1:5
God,Judah,Ezra  1:5
Cyrus,Jerusalem,Ezra  1:7
Cyrus,LORD,Ezra  1:7
Jerusalem,LORD,Ezra  1:7
LORD,Nebuchadnezzar,Ezra  1:7
Jerusalem,Nebuchadnezzar,Ezra  1:7
Cyrus,Nebuchadnezzar,Ezra  1:7
Cyrus,Sheshbazzar,Ezra  1:8
Cyrus,Persia,Ezra  1:8
Cyrus,Mithredath,Ezra  1:8
Judah,Persia,Ezra  1:8
Mithredath,Sheshbazzar,Ezra  1:8
Cyrus,Judah,Ezra  1:8
Persia,Sheshbazzar,Ezra  1:8
Mithredath,Persia,Ezra  1:8
Judah,Sheshbazzar,Ezra  1:8
Judah,Mithredath,Ezra  1:8
Jerusalem,Sheshbazzar,Ezra  1:11
Babylon,Jerusalem,Ezra  1:11
Babylon,Sheshbazzar,Ezra  1:11
Judah,Nebuchadnezzar,Ezra  2:1
Jerusalem,Nebuchadnezzar,Ezra  2:1
Jerusalem,Judah,Ezra  2:1
Babylon,Jerusalem,Ezra  2:1
Babylon,Judah,Ezra  2:1
Babylon,Nebuchadnezzar,Ezra  2:1
Jeshua,Mordecai,Ezra  2:2
Bigvai,Seraiah,Ezra  2:2
Israel,Nehemiah,Ezra  2:2
Israel,Seraiah,Ezra  2:2
Bigvai,Reelaiah,Ezra  2:2
Baanah,Seraiah,Ezra  2:2
Baanah,Israel,Ezra  2:2
Bigvai,Zerubbabel,Ezra  2:2
Israel,Mordecai,Ezra  2:2
Nehemiah,Seraiah,Ezra  2:2
Rehum,Seraiah,Ezra  2:2
Israel,Mizpar,Ezra  2:2
Baanah,Rehum,Ezra  2:2
Mordecai,Seraiah,Ezra  2:2
Bilshan,Nehemiah,Ezra  2:2
Rehum,Zerubbabel,Ezra  2:2
Baanah,Zerubbabel,Ezra  2:2
Baanah,Bilshan,Ezra  2:2
Bilshan,Rehum,Ezra  2:2
Israel,Rehum,Ezra  2:2
Mizpar,Zerubbabel,Ezra  2:2
Seraiah,Zerubbabel,Ezra  2:2
Baanah,Bigvai,Ezra  2:2
Bigvai,Nehemiah,Ezra  2:2
Mizpar,Seraiah,Ezra  2:2
Nehemiah,Rehum,Ezra  2:2
Nehemiah,Zerubbabel,Ezra  2:2
Baanah,Jeshua,Ezra  2:2
Nehemiah,Reelaiah,Ezra  2:2
Mizpar,Mordecai,Ezra  2:2
Bigvai,Jeshua,Ezra  2:2
Bigvai,Mizpar,Ezra  2:2
Reelaiah,Rehum,Ezra  2:2
Mordecai,Nehemiah,Ezra  2:2
Bigvai,Bilshan,Ezra  2:2
Israel,Reelaiah,Ezra  2:2
Jeshua,Nehemiah,Ezra  2:2
Israel,Jeshua,Ezra  2:2
Bilshan,Mizpar,Ezra  2:2
Mizpar,Rehum,Ezra  2:2
Baanah,Reelaiah,Ezra  2:2
Jeshua,Mizpar,Ezra  2:2
Bilshan,Jeshua,Ezra  2:2
Bigvai,Rehum,Ezra  2:2
Mizpar,Reelaiah,Ezra  2:2
Reelaiah,Seraiah,Ezra  2:2
Mordecai,Rehum,Ezra  2:2
Bilshan,Mordecai,Ezra  2:2
Jeshua,Seraiah,Ezra  2:2
Mizpar,Nehemiah,Ezra  2:2
Reelaiah,Zerubbabel,Ezra  2:2
Bigvai,Mordecai,Ezra  2:2
Bilshan,Israel,Ezra  2:2
Bilshan,Reelaiah,Ezra  2:2
Jeshua,Rehum,Ezra  2:2
Bilshan,Zerubbabel,Ezra  2:2
Baanah,Nehemiah,Ezra  2:2
Baanah,Mizpar,Ezra  2:2
Jeshua,Reelaiah,Ezra  2:2
Baanah,Mordecai,Ezra  2:2
Jeshua,Zerubbabel,Ezra  2:2
Mordecai,Reelaiah,Ezra  2:2
Bigvai,Israel,Ezra  2:2
Mordecai,Zerubbabel,Ezra  2:2
Israel,Zerubbabel,Ezra  2:2
Bilshan,Seraiah,Ezra  2:2
Jeshua,Pahathmoab,Ezra  2:6
Jeshua,Joab,Ezra  2:6
Joab,Pahathmoab,Ezra  2:6
Ater,Hezekiah,Ezra  2:16
Beeroth,Kirjatharim,Ezra  2:25
Beeroth,Chephirah,Ezra  2:25
Chephirah,Kirjatharim,Ezra  2:25
Gaba,Ramah,Ezra  2:26
Ai,Bethel,Ezra  2:28
Hadid,Lod,Ezra  2:33
Hadid,Ono,Ezra  2:33
Lod,Ono,Ezra  2:33
Jedaiah,Jeshua,Ezra  2:36
Hodaviah,Levites,Ezra  2:40
Hodaviah,Kadmiel,Ezra  2:40
Jeshua,Levites,Ezra  2:40
Kadmiel,Levites,Ezra  2:40
Jeshua,Kadmiel,Ezra  2:40
Hodaviah,Jeshua,Ezra  2:40
Hatita,Shobai,Ezra  2:42
Akkub,Talmon,Ezra  2:42
Shallum,Shobai,Ezra  2:42
Akkub,Ater,Ezra  2:42
Hatita,Shallum,Ezra  2:42
Hatita,Talmon,Ezra  2:42
Ater,Talmon,Ezra  2:42
Ater,Shallum,Ezra  2:42
Akkub,Hatita,Ezra  2:42
Shobai,Talmon,Ezra  2:42
Shallum,Talmon,Ezra  2:42
Akkub,Shallum,Ezra  2:42
Akkub,Shobai,Ezra  2:42
Ater,Shobai,Ezra  2:42
Ater,Hatita,Ezra  2:42
Hasupha,Ziha,Ezra  2:43
Nethinims,Tabbaoth,Ezra  2:43
Tabbaoth,Ziha,Ezra  2:43
Nethinims,Ziha,Ezra  2:43
Hasupha,Nethinims,Ezra  2:43
Hasupha,Tabbaoth,Ezra  2:43
Keros,Siaha,Ezra  2:44
Padon,Siaha,Ezra  2:44
Keros,Padon,Ezra  2:44
Hagabah,Lebanah,Ezra  2:45
Akkub,Lebanah,Ezra  2:45
Akkub,Hagabah,Ezra  2:45
Hagab,Hanan,Ezra  2:46
Hagab,Shalmai,Ezra  2:46
Hanan,Shalmai,Ezra  2:46
Gahar,Giddel,Ezra  2:47
Giddel,Reaiah,Ezra  2:47
Gahar,Reaiah,Ezra  2:47
Nekoda,Rezin,Ezra  2:48
Gazzam,Nekoda,Ezra  2:48
Gazzam,Rezin,Ezra  2:48
Besai,Uzza,Ezra  2:49
Paseah,Uzza,Ezra  2:49
Besai,Paseah,Ezra  2:49
Asnah,Nephusim,Ezra  2:50
Asnah,Mehunim,Ezra  2:50
Mehunim,Nephusim,Ezra  2:50
Bakbuk,Harhur,Ezra  2:51
Hakupha,Harhur,Ezra  2:51
Bakbuk,Hakupha,Ezra  2:51
Bazluth,Harsha,Ezra  2:52
Harsha,Mehida,Ezra  2:52
Bazluth,Mehida,Ezra  2:52
Barkos,Sisera,Ezra  2:53
Barkos,Thamah,Ezra  2:53
Sisera,Thamah,Ezra  2:53
Hatipha,Neziah,Ezra  2:54
Peruda,Solomon's,Ezra  2:55
Peruda,Sotai,Ezra  2:55
Sophereth,Sotai,Ezra  2:55
Peruda,Sophereth,Ezra  2:55
Solomon's,Sotai,Ezra  2:55
Solomon's,Sophereth,Ezra  2:55
Darkon,Jaalah,Ezra  2:56
Darkon,Giddel,Ezra  2:56
Giddel,Jaalah,Ezra  2:56
Ami,Shephatiah,Ezra  2:57
Pochereth,Shephatiah,Ezra  2:57
Shephatiah,Zebaim,Ezra  2:57
Ami,Zebaim,Ezra  2:57
Hattil,Pochereth,Ezra  2:57
Hattil,Shephatiah,Ezra  2:57
Ami,Pochereth,Ezra  2:57
Pochereth,Zebaim,Ezra  2:57
Ami,Hattil,Ezra  2:57
Hattil,Zebaim,Ezra  2:57
Nethinims,Solomon's,Ezra  2:58
