Verse Number, Verse Text
4,Thy spirit come to thee again for wisdom energy and lire 
5,O Fathers may the Heavenly Folk give us our spirit once again 
6,O Soma with the spirit still within us blest with progeny 
1,. THY spirit that went far away to Yama to Vivasvan's Son We cause to come to thee again that thou m ayst live and sojourn here. 2 Thy spirit that went far away that passed away to earth and heaven We cau se to come to thee again that thou mayst live and sojourn here. 3 Thy spirit that went far away away to th e four-cornered earth. We cause to come to thee again that thou mayst live and sojourn here. 4 Thy spirit that went far away to the four quarters of the world We cause to come to thee again that thou mayst live and sojourn here. 5 Thy spirit that went far away away unto the billowy sea We cause to come to thee a gain that thou mayst live and sojourn here. 6 Thy spirit that went far away to beams of light that flash and flow We cause to come to tbee again that thou mayst live and sojourn here. 7 Thy spirit that went far aw ay went to the waters and the plants We cause to come to thee again that thou mayst live and sojourn her e. 
8,Thy spirit that went far away that visited the Sun and Dawn. 
9,Thy spirit that went far away away to lofty mountain heights 
10,Thy spirit that went far away into this All that lives and moves 
1,1 Thy spirit that went far away to distant realms beyond our ken 
12,Thy spirit that went far away to all that is and is to be 
1.,His life hath been renewed and carried forward as two men car-bome by the skilful driver. 
2,Here is the psalm for wealth and food in plenty: let us do many deeds to bring us glory. 
3,May we o'ercome our foes with acts of valour as heaven is over earth hills over lowlands. 
4,Give us not up as prey to death O Sorna still let us look upon the Sun arising. 
5,O Asuniti keep the soul within us and make the days we have to live yet longer. 
6,Give us our sight again O Asuniti give us again our breath and our enjoyment. 
7,May Earth restore to us our vital spirit may Heaven the Goddess and mid-air restore it. 
8,May both Worlds bless Subandhu young Mothers of everlasting Law. 
9,Health-giving medicines descend sent down from heaven in twos and threes 
10,Drive forward thou the wagon-ox O Indra which brought Usinarani's wagon hither. 
1.,BRINGING our homage we have come to one magnificent in look. Glorified of the mighty Gods 
2,To Asamati spring of gifts lord of the brave a radiant car 
3,Who when the spear hath armed his hand or even weaponless o'erthrows Men strong as buffaloes in fight; 
4,Him in whose service flourishes Iksvaku rich and dazzling-bright. 
5,Indra support the princely power of Rathaprosthas matched by none 
6,Thou for Agastya's sister's sons yokest thy pair of ruddy steeds. 
7,This is the mother this the sire this one hath come to be thy life. 
8,As with the leather thong they bind the chariot yoke to hold it fast 
9,Even as this earth the mighty earth holds fast the monarchs of the wood. 
10,Subandlin's spirit I have brought from Yarna from Vivasvan's Son 
1,1 The wind blows downward from on high downward the Sun-God sends his heat 
12,Felicitous is this mine hand yet more felicitous is this. 
1.,THE welcome speaker in the storm of battle uttered with might this prayer to win the Asvins 
2,Cyavana purposing deceptive presents with all ingredients made the altar ready. 
3,To his oblations swift as thought ye hurried and welcomed eagerly the prayers he offered. 
4,I call on you the Sons of Dyaus the Asvins that a dark cow to my red kine be added. 
10,Uttering praise to suit the rite Navagvas came speedily to win the damsel's friendship. 
1,1 Swift was new friendship with the maid they quickly accepted it as genuine seed and bounty. 
12,When afterwards they woke- and missed the cattle the speaker thus in joyful mood addressed them: Matchless are singers throulgh the Vasu's nature; he bringeth them all food and all possessions. 
13,His followers then who dwelt in sundry places came and desired too slay the son of Nrsad. 
14,Thou called Effulgence in whose threefold dwelling as in the light of heaven the Gods are sitting Thou who art called Agni or Jatavedas Priest hear us guileless Priest of holy worship. 
15,And Indra bring that I may laud and serve them those Two resplendent glorious Nasatyas 
16,This King is praised and honoured as Ordainer: himself the bridge the Sage speeds o'er the waters. 
17,Vaitarana doubly kinsman sacrificer shall milk the cow who ne'er hath calved Sabardhu 
1,8 Their kin the Prince in heaven thy nearest kinsman turning his thought to thee thus speaks in kindnes s: 
19,Here is my kinship here the place I dwell in: these are my Gods; I in full strength am present. Twice-born am I the first-born Son of Order: the Cow milked this when first she had her being. 
20,So mid these tribes he rests the friendly envoy borne on two paths refulgent Lord of fuel. 
2,1 Then went the milch-kine forth to please the damsel and for the good of every man that liveth. 
22,And take thou notice of us also Indra for ample riches King whose arm wields thunder! 
23,When he goes forth ye Pair of Kings for booty speeding to war and praise to please the singer - I was the dearest sage of those about him -let him lead these away and bring them safely. 
24,Now for this noble man's support and comfort singing with easy voice we thus implore thee: Impetuous be his son and fleet his courser: and may 1 be his priest to win him glory. 
25,If for our strength the priest with adoration to win your friendship made the laud accepted That laud shall be a branching road to virtue for every one to whom the songs are suited. 
26,Glorified thus with holy hymns and homage:-Of noble race with Waters God-attended May he enrich us for our prayers and praises: now can the cow be milked; the path is open. 
27,Be to us then ye Gods who merit worship be ye of one accord our strong protection 
1.,YE who adorned with guerdon through the sacrifice have won you Indra's friendship and eternal life Even to you be happiness Angirases. Welcome the son of Manu ye who are most wise. 
2,The Fathers who drave forth the wealth in cattle have in the year's courses cleft Vala by Eternal Law: 
3,Ye raised the Sun to heaven by everlasting Law and spread broad earth the Mother out on every side. Fair wealth of progeny be yours Angirases. Welcome the son of Manu ye who are most wise. 
4,This kinsman in your dwellingplace speaks pleasant words: give car to this ye Rsis children of the God s. 
5,Distinguished by their varied form these Rsis have been deeply moved. 
6,Distinguished by their varied form they sprang from Agni from the sky. 
7,With Indra for associate the priests have cleared the stable full of steeds and kine 
8,May this man's sons be multiplied; like springing corn may Manu grow 
9,No one attains to him as though a man would grasp the heights of heaven. 
10,Yadu and Turva too have given two Dasas well-disposed to serve 
1,1 Blest be the hamlet's chief most liberal Manu and may his bounty rival that of Surya. 
1.,MAY they who would assume kinship from far away Vivasvan's generations dearly loved of men Even the Gods who sit upon the sacred grass of Nahusa's son Yayati bless and comfort us. 
2,For worthy of obeisance Gods are all your names worthy of adoration and of sacrifice. 
3,1 will rejoice in these Adityas for my weal for whom the Mother pours forth water rich in balm 
4,Looking on men ne'er slumbering they by their deserts attained as Gods to lofty immortality. 
5,Great Kings who bless us who have come to sacrifice who ne'er assailed have set their mansion in the sky- 
6,Who offereth to you the laud that ye accept O ye All-Gods of Manu many as ye are? 
